India,['nitap.in'],National Institute of Technology Arunachal Pradesh,,['http://www.nitap.in/'],IN
India,['nitc.ac.in'],National Institute of Technology Calicut,,['http://www.nitc.ac.in/'],IN
India,['nitdelhi.ac.in'],National Institute of Technology Delhi,,['http://www.nitdelhi.ac.in/'],IN
India,['nitdgp.ac.in'],National Institute of Technology Durgapur,,['http://www.nitdgp.ac.in/'],IN
India,['nitgoa.ac.in'],National Institute of Technology Goa,,['http://www.nitgoa.ac.in/'],IN
India,['nith.ac.in'],National Institute of Technology Hamirpur,,['http://www.nith.ac.in/'],IN
India,['nitjsr.ac.in'],National Institute of Technology Jamshedpur,,['http://www.nitjsr.ac.in/'],IN
India,['nitkkr.net'],National Institute of Technology Kurukshetra,,['http://www.nitkkr.net/'],IN
India,['nitmanipur.ac.in'],National Institute of Technology Manipur,,['http://www.nitmanipur.ac.in'],IN
India,['nitm.ac.in'],National Institute of Technology Meghalaya,,['http://www.nitm.ac.in'],IN
India,['nitmz.ac.in'],National Institute of Technology Mizoram,,['http://www.nitmz.ac.in'],IN
India,['nitnagaland.ac.in'],National Institute of Technology Nagaland,,['http://www.nitnagaland.ac.in'],IN
India,['nitp.ac.in'],National Institute of Technology Patna,,['http://www.nitp.ac.in'],IN
India,['nitpy.ac.in'],National Institute of Technology Puducherry,,['http://www.nitpy.ac.in'],IN
India,['nitrr.ac.in'],National Institute of Technology Raipur,,['http://www.nitrr.ac.in'],IN
India,['nitrkl.ac.in'],National Institute of Technology Rourkela,,['http://www.nitrkl.ac.in/'],IN
India,['nitsikkim.ac.in'],National Institute of Technology Sikkim,,['http://www.nitsikkim.ac.in/'],IN
India,['nits.ac.in'],National Institute of Technology Silchar,,['http://www.nits.ac.in/'],IN
India,['nitsri.net'],National Institute of Technology Srinagar,,['http://www.nitsri.net/'],IN
India,['nitk.ac.in'],National Institute of Technology Surathkal,,['http://www.nitk.ac.in/'],IN
India,['nitt.edu'],National Institute of Technology Trichy,,['http://www.nitt.edu/'],IN
India,['nituk.ac.in'],National Institute of Technology Uttarakhand,,['http://www.nituk.ac.in/'],IN
India,['nitw.ernet.in'],National Institute of Technology Warangal,,['http://www.nitw.ernet.in/'],IN
India,['nls.ac.in'],National Law School of India University,,['http://www.nls.ac.in/'],IN
India,['nmims.edu'],Narsee Monjee Institute of Management Studies,,['http://www.nmims.edu/'],IN
India,['nmu.ac.in'],North Maharashtra University,,['http://www.nmu.ac.in/'],IN
India,['nsit.ac.in'],Netaji Subhas Institute of Technology,,['http://www.nsit.ac.in/'],IN
India,['osmania.ac.in'],Osmania University,,['http://www.osmania.ac.in/'],IN
India,['padmavatiwomen-univ.org'],Sri Padmavati Women's University,,['http://www.padmavatiwomen-univ.org/'],IN
India,['pdpu.ac.in'],Pandit Deendayal Petroleum University,,['http://www.pdpu.ac.in/'],IN
India,['pau.edu'],Punjab Agricultural University,,['http://www.pau.edu/'],IN
India,['pdkv.ac.in'],Dr. Panjabrao Deshmukh Krishi Vidyapeeth,,['http://www.pdkv.ac.in/'],IN
India,['paruluniversity.ac.in'],Parul University,,['http://www.paruluniversity.ac.in/'],IN
India,['pec.ac.in'],Punjab Engineering College,,['http://www.pec.ac.in/'],IN
India,['pes.edu'],Pes University,,['http://www.pes.edu/'],IN
India,['pgimer.nic.in'],Postgraduate lnstitute of Medical Education and Research,,['http://www.pgimer.nic.in/'],IN
India,['pondiuni.org'],Pondicherry University,,['http://www.pondiuni.org/'],IN
India,['psgtech.edu'],PSG College of Technology,,['http://www.psgtech.edu/'],IN
India,['ptetjnvu.org'],Jai Narain Vyas University,,['http://www.ptetjnvu.org/'],IN
India,['ptu.ac.in'],Punjab Technical University,,['http://www.ptu.ac.in/'],IN
India,['puchd.ac.in'],Panjab University,,['http://www.puchd.ac.in/'],IN
India,['punjabiuniversity.ac.in'],Punjabi University Patiala,,['http://www.punjabiuniversity.ac.in/'],IN
India,['puonline.bih.nic.in'],Patna University,,['http://puonline.bih.nic.in/'],IN
